,ZEROX_v2_started_ZEROX_v2_won,UCT_4000_started_ZEROX_v2_won,ZEROX_v2_started_Tie,UCT_4000_started_Tie,ZEROX_v2_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,,8.0,,,,
1,9.0,,,,,
2,9.0,,,,,
3,,12.0,,,,
4,7.0,,,,,
5,7.0,,,,,
6,,,,,,17.0
7,7.0,,,,,
8,,10.0,,,,
9,7.0,,,,,
10,,,,,,13.0
11,,12.0,,,,
12,,,,,,11.0
13,,,,,,11.0
14,11.0,,,,,
15,7.0,,,,,
16,7.0,,,,,
17,,8.0,,,,
18,,,,,,17.0
19,,,,,,17.0
20,7.0,,,,,
21,,8.0,,,,
22,9.0,,,,,
23,7.0,,,,,
24,,8.0,,,,
25,7.0,,,,,
26,11.0,,,,,
27,7.0,,,,,
28,7.0,,,,,
29,,,,,,17.0
30,,,,,,11.0
31,11.0,,,,,
32,7.0,,,,,
33,,12.0,,,,
34,7.0,,,,,
35,11.0,,,,,
36,,,,,,9.0
37,,,,,,11.0
38,7.0,,,,,
39,7.0,,,,,
40,,10.0,,,,
41,,,,,,9.0
42,7.0,,,,,
43,,,,,,9.0
44,,,,,,11.0
45,11.0,,,,,
46,9.0,,,,,
47,7.0,,,,,
48,,,,,,13.0
49,,,,,,15.0
